TotalDisplacement 22496804
MaxDisplacement 5040
NumCells 12028
c8989 9108 -32200
c7597 -27852 -10528
c7595 -29700 17192
c9437 -28446 31808
c7594 31812 -26656
c10144 6798 -28168
c7592 -9504 19208
c7591 -15906 -15568
c7589 -22374 -8512
c7587 29304 -20104
c7586 -30360 -9520
c7585 -10560 -11536
c7962 28512 -28672
c7583 -7986 -29176
c9099 -19734 7112
c7580 32340 29110
c7579 -15048 17192
c7577 -18612 -11536
c7576 7326 -9016
c10486 13266 1064
c7574 -22506 -2968
c7573 7524 5096
c7569 18942 -20608
c7568 31152 -26656
c7567 -32274 1064
c9151 7590 -27160
c7566 31812 -27664
c9390 15972 -9520
c7565 -8382 -21616
c7563 -3630 1064
c8327 -32208 -31192
c7562 16896 -28672
c7561 28446 -17080
c7560 19008 -23632
c7559 19074 29288
c7558 3498 -8008
c8360 6204 -7000
c7554 -11550 -2968
c11884 22638 -21616
c7553 1386 17696
c7551 -9900 17192
c7550 -10692 23744
c7548 24750 3080
c7546 -5742 -6496
c10402 -8844 -13048
c7545 -18018 -8512
c7544 25608 -32200
c7663 -16302 -26152
c7543 -14124 5096
c7959 17622 18200
c7537 -31746 -30184
c7536 4752 -32200
c11086 -31350 1064
c7535 -4026 15176
c7533 25344 11648
c7532 -27588 -10024
c7531 -9042 10136
c7530 25938 -14056
c7529 12936 -31192
c7527 17820 -14560
c7525 16170 -6496
c11747 15906 -1456
c7523 22770 12152
c7521 -16038 23240
c7519 -20262 560
c9082 26466 -22624
c7517 -23364 -17584
c3738 31020 -31192
c398 -5610 9128
c5479 -29568 -10024
c6160 -28446 4088
c3731 15246 4592
c8871 -32076 20720
c7348 13596 -7000
c8481 9570 -25144
c3724 8844 -12040
c2444 20196 -14560
c1973 -8976 -7000
c3718 -2376 29792
c3714 -22176 15680
c2120 2508 -7000
c3713 5346 -448
c4077 -14718 -25648
c3709 10296 -4480
c10688 -30822 4088
c3707 -17490 6104
c3705 11352 27272
c3703 -15972 13664
c3696 -10362 -2968
c9745 -23562 9632
c3680 -13134 13160
c2604 2112 -26152
c11631 2772 -5488
c3678 2112 -1960
c3672 -14982 7112
c7049 -792 16184
c3671 -19272 -1960
c1310 -594 -5488
c3665 -8382 -15568
c8536 -32406 -29176
c3664 21252 -16576
c10408 20856 7112
c3661 -9174 -24640
c5312 -14058 23240
c3653 -660 1568
c3649 -11616 -11536
c11230 18942 17696
c3648 30624 -17584
c3652 25080 18200
c955 -32274 -8008
c3643 -24684 -24136
c10150 -21978 1568
c3636 18612 -19096
c3634 3960 560
c6895 26532 10136
c3633 14982 -8008
c10619 30162 5600
c4913 22572 31808
c7570 -14058 19712
c3625 32604 -5992
c10595 7260 16688
c3623 -3630 -14056
c6971 9702 21728
c3621 -15642 6104
c3062 29898 -5488
c3619 -132 2072
c7761 -25410 -16072
c3074 -528 -7504
c10478 -3498 25760
c3618 22506 17696
c7166 24882 25760
c3611 -28974 -3976
c7047 6996 -25144
c3607 2904 -4984
c3601 -22044 -21112
c3597 31944 -12040
c11384 5808 -15064
c8801 -5346 -25648
c2977 -66 25760
c3594 -10956 27272
c2324 -21516 -9520
c7784 1518 -10024
c7338 16764 31304
c3674 5940 6104
c6503 -13530 -18592
c3588 -8382 -18592
c2527 28512 7112
c3587 14652 30296
c10803 -28446 -17584
c3586 20592 -14560
c3029 6402 5600
c7037 2904 -22120
c3568 26400 -31696
c5402 -1254 9128
c3566 -2772 -9520
c3563 1848 -26656
c5112 -15378 -25648
c3560 28908 -9520
c3554 15048 22232
c3553 -2970 26768
c8689 32274 -1456
c3551 -19602 6104
c11027 -17952 -19600
c3549 5148 15680
c9509 18612 -20104
c2912 -29106 23240
c10944 -24222 18200
c3436 30624 -12544
c3537 -20658 8624
c9017 -30162 31304
c3535 -3762 21728
c6527 9240 11648
c3532 2640 -1960
c3529 -20394 -9016
c3403 -16368 19208
c813 -22176 20216
c1429 12804 31304
c4273 31944 7112
c5989 -9966 9632
c3519 -23100 -4984
c3645 18744 5096
c2528 12408 -12544
c3518 -19470 16688
c11281 17490 -22624
c7650 -19404 56
c515 12408 12656
c7857 -594 26768
c3980 3366 19712
c3513 5940 21224
c5664 -17886 -2968
c6563 3630 26264
c3501 -12804 -17584
c3325 8184 -24136
c10891 -11286 -14056
c3499 -29502 2576
c705 22440 6104
c3498 28908 -31696
c2579 28908 56
c10682 8514 -13048
c26 -1122 16688
c3494 26070 -1456
c507 15840 16184
c2041 27456 -21112
c11573 -16302 -952
c7992 -13596 -10528
c3492 -13134 -23128
c7593 12804 29792
c2295 -32274 -29680
c3490 13002 -20608
c9488 27060 8624
c3483 11814 -27664
c3475 18084 1568
c3068 -12078 -33208
c4862 -28578 -3976
c3472 27654 -17080
c3468 12144 -8512
c9594 -6336 28280
c8661 26862 26768
c3069 11748 22232
c9756 7326 10640
c2886 -15246 11144
c3466 -22770 32312
c11240 -24090 560
c289 19866 17696
c3133 -17490 4592
c3938 -32406 5600
c3460 -6402 32816
c4264 29304 -952
c3457 7590 -13552
c3456 -23298 -2464
c886 -11946 7616
c3454 6336 2072
c8131 792 20216
c1373 28908 13664
c3912 12672 -27160
c3453 27192 -30184
c3445 -12078 17696
c10496 8514 -30688
c5390 -33330 -11536
c6045 9768 6608
c3441 18282 23240
c6979 -2310 56
c3440 20328 -24640
c591 -29370 -15064
c4159 17358 6608
c3422 11484 -12544
c2325 20592 6104
c12019 -3234 3584
c1066 -4026 32816
c7509 -24222 -9016
c2797 3960 -18088
c10417 -25410 -9016
c749 23232 20216
c3412 32208 3584
c3406 8646 -25144
c11045 17358 13160
c2149 20856 -3976
c5868 3564 -19096
c3404 -32406 -3976
c3401 -27786 -5992
c1167 6996 -7000
c1651 -462 -5992
c3629 -27588 -18088
c3399 2442 18200
c11016 2574 -28672
c8275 -13068 -30688
c620 -8910 14168
c8566 -18216 -10528
c4560 23562 4088
c6531 -14718 21728
c3390 -9240 14672
c3361 12342 12152
c3420 15774 -26152
c6435 -13002 23240
c3385 -19932 29792
c1018 20064 12656
c9360 21912 30800
c3375 1782 -27160
c3368 -23958 12152
c2972 -13530 13160
c3367 -13926 12656
c6582 -22968 -14056
c3364 -21186 -8008
c2661 14586 2576
c4747 32868 25256
c3360 -9900 2072
c10274 31152 -16576
c633 -16896 10640
c5627 18018 -3472
c3355 28908 -16576
c463 -25872 -14056
c10073 -26070 11144
c5159 -6402 -6496
c3735 -12078 -26152
c3344 27786 -14056
c10867 13068 -12544
c6035 29106 -15064
c6092 6204 31808
c11554 -4158 14168
c11523 -7986 4592
c3548 16698 14168
c3343 -20130 -22624
c6658 -10692 8624
c8186 28512 27272
c3341 14982 26264
c3340 -8778 4592
c3923 -6732 15680
c3338 -27258 2576
c688 23760 -24136
c3042 23034 6608
c9430 -6534 -10024
c3333 -10758 -5992
c3651 9438 -29176
c3530 2244 -30688
c9566 -12276 -22120
c3330 -6336 -19096
c3993 17094 5600
c3321 -6930 -31696
c4846 28116 30800
c8420 -12408 -32200
c3319 16698 -5992
c3318 24882 15680
c681 16830 4088
c3316 -17754 19712
c10241 -9702 -3472
c1145 -7788 -12544
c3742 27984 7112
c3639 8250 7616
c11113 15312 -23128
c11101 23694 -10528
c3313 -24948 -18088
c6192 -20790 -28168
c3311 32208 -3472
c5592 -6732 2072
c3307 29634 22232
c5201 31548 -26656
c6567 12738 -20608
c3303 26928 -15568
c3300 -27852 17192
c11212 -7986 23240
c3299 25344 -3976
c11296 32076 19208
c2449 -25872 -5488
c2056 0 -11536
c744 4554 19712
c4212 11946 7616
c9086 -1122 14168
c3297 -29898 16184
c3295 6468 10136
c3770 26334 28784
c3291 2178 14168
c4349 21252 30800
c8825 28248 10136
c6609 1848 20216
c1978 -17028 -9520
c3280 -29304 -29680
c3381 -19206 -16576
c3545 -528 11648
c2038 7986 21728
c3275 31482 10640
c3270 28974 -17080
c2842 18348 -20104
c11576 -3366 -448
c2798 -6468 5096
c3260 18876 5096
c3602 -18084 -31192
c3259 28116 -30688
c10725 -12408 -7000
c704 -8514 -25648
c6317 -7392 6608
c8951 18546 17696
c1375 -24618 3584
c4403 -10098 -1456
c10249 -21252 -18088
c3256 -7392 -12040
c5051 23496 25256
c3254 -16764 13664
c9160 11286 17696
c3253 -24882 -2968
c3247 -15312 25256
c6740 -7062 19712
c9914 24090 -14056
c3246 26268 31808
c737 -66 29288
c4585 2244 -952
c5057 12144 -7504
c3240 14982 1064
c9246 25872 -7504
c6800 3696 -7000
c10506 -5280 31808
c3239 -16302 -28168
c3238 -264 -13048
c6017 16368 24248
c1311 9636 -18088
c9443 18084 2576
c3231 16698 -22624
c8572 -29634 560
c2580 11418 -17080
c3228 -29370 -15568
c7982 -13926 -27160
c486 27522 3080
c10601 10560 -20104
c10466 31152 -22120
c282 -26862 -3472
c3184 4092 -4480
c5472 20592 5096
c3222 -5280 14672
c11026 5346 -33208
c6011 11088 31808
c9308 25212 -2464
c5745 -11154 13160
c9210 -24156 -18088
c1011 -15048 13664
c2656 -11286 19712
c8216 19140 -19600
c3214 -17094 -27160
c9465 6534 15176
c146 32472 -13552
c5642 -14058 -11032
c8024 -11682 -16072
c3218 8184 -12544
c3203 -1716 -22624
c857 -8448 -13048
c10942 -28578 -28672
c3432 20790 17696
c663 -17226 -7000
c3210 -5280 -4480
c718 -21384 -14560
c7189 -9240 -7000
c3209 -9768 -13048
c3207 12672 -11032
c8743 -858 21728
c2106 19998 -21616
c6082 20526 -5992
c6218 -29898 9128
c3205 17226 29288
c11382 -11748 -9520
c11206 -13860 56
c3195 27852 -2464
c8787 4686 15176
c3193 -8646 13160
c5551 -13860 29792
c3192 -18678 26264
c10308 264 -14560
c3581 -3300 -26656
c10842 -11748 -448
c9975 21912 11648
c3186 -19404 24248
c5230 -9240 -24136
c3258 -15840 -1960
c575 -20856 20216
c6621 -27258 -5992
c4617 -13068 6608
c3177 12012 19712
c12020 -10494 -25144
c3165 -3762 32816
c3162 16632 7112
c3614 4422 -21616
c8929 8052 8120
c3157 -18150 19712
c3244 28380 -13048
c10289 -22638 15176
c3156 17820 -448
c8981 29172 -29680
c3534 8184 -12040
c3152 7128 -24640
c2095 -1584 -12040
c3151 18282 -15568
c440 -5610 13160
c4054 22308 19208
c6678 15576 30296
c3145 29172 -15568
c3681 -9504 -13552
c3143 23628 20216
c1860 -17094 -1456
c8285 6072 6608
c4953 -15444 -13048
c5517 -20658 -22624
c10879 -20592 -23632
c6886 -21978 -2968
c3136 -1518 -28672
c6427 -17622 -7504
c10385 -23694 23240
c3135 6402 -9016
c4179 -20394 23240
c3249 5148 -7000
c3485 17292 20216
c3134 -30030 -3472
c3131 -18282 22232
c238 -13530 19712
c9632 -2838 -25648
c9606 19008 -952
c2446 30888 -24136
c3124 20988 13664
c316 -19800 -5488
c3120 -7062 7616
c3034 29106 -14056
c4063 11682 14168
c10235 -16698 6104
c5387 6864 -26656
c8359 -15114 -26152
c2617 4224 -9520
c6369 4224 -23632
c3111 27720 -5992
c10600 -7920 -13048
c6163 -31746 3080
c3109 3300 14672
c2190 -28842 10136
c4158 16038 6608
c5826 25674 4592
c3106 -24618 -23632
c6904 13530 -10024
c3105 -5214 -9016
c753 -6336 11648
c3100 3696 -32200
c6595 -23628 -15064
c6237 1122 14168
c3094 25476 30800
c2188 23100 30800
c3699 3828 -30688
c3092 -11616 8624
c2227 -16830 -7504
c3090 29436 3584
c3077 17424 29792
c10311 -33330 31304
c9342 -6006 -18592
c6576 -396 13664
c10245 -198 26768
c3212 -30822 -21616
c3075 3960 -22624
c3072 19800 28280
c3067 29040 -12040
c1830 23430 3584
c3066 -3498 3584
c3063 12540 8120
c3058 16698 21728
c3051 7722 18200
c2418 31416 24248
c11289 30162 -29176
c11076 10164 -7000
c4546 -33330 26768
c8516 -3234 -13552
c3049 28710 7616
c3048 29040 7112
c3047 -14850 8120
c3046 -9570 -11032
c3041 -12540 -5488
c4976 -2508 30296
c3039 10296 19712
c7723 5214 26264
c601 25872 27272
c3037 12804 -27160
c3028 3234 -3472
c5241 -12276 56
c3613 20064 14672
c3027 -5478 10136
c3026 27060 -13552
c3024 32670 7616
c4380 8118 -13552
c3020 14124 23744
c5594 -19800 14672
c3019 23100 5600
c3015 13860 30800
c94 19470 8624
c3555 1056 1568
c3013 -12936 17192
c9716 29304 -13552
c1665 30360 3584
c3010 -28248 -29680
c3006 26862 29288
c7110 32010 -26152
c3002 -7590 26768
c10557 -2706 1064
c8043 -1452 -30688
c2999 32340 -30688
c2992 -11154 26264
c6867 26136 5600
c3510 -20196 -15064
c2991 -11220 30296
c2990 25608 18704
c5443 -18282 25760
c9705 1584 -22624
c2988 -23034 -3976
c11421 6666 7616
c2196 11088 6104
c1927 25872 5600
c1510 -858 17696
c2984 -7590 3584
c2981 24090 -3472
c3108 -6138 -27160
c2175 4620 -19096
c3185 -13200 5096
c2976 18876 -9520
c11509 -13926 -31696
c1882 19140 13664
c4986 22638 20720
c2970 19866 32312
c2739 -4290 -14056
c2626 23958 15680
c10122 13068 -31192
c2962 3036 19208
c11461 -20526 -22624
c10604 5082 -13048
c5790 27324 -25648
c9956 -15444 25256
c2961 -31746 25760
c2959 -330 4592
c4262 32076 1568
c3091 10164 -12040
c2957 -5346 4592
c9031 8778 -27160
c2956 -4158 -23128
c10145 33000 -17584
c2955 3168 -22624
c11299 -7590 -11032
c11065 -21978 28784
c9466 -7326 -27160
c7135 -17688 -9520
c3352 -6204 19208
c1387 26928 -7504
c7238 5874 -16072
c7402 -9504 -15064
c9096 -20526 6104
c9075 -2838 -28672
c1871 28908 -3472
c6330 -17754 1064
c2952 -20328 5096
c9500 -12078 -8512
c1749 19866 -11536
c3315 -16896 -18592
c1118 -17490 -30184
c7265 -2112 -29680
c1438 -5742 -33208
c9847 30756 -952
c4707 -15180 -3976
c2948 3432 -29680
c1808 19866 -31696
c2946 13662 24248
c10337 22836 -21112
c3437 21714 -11536
c3521 17820 16184
c3166 -14982 11144
c3213 24486 22232
c5866 -3036 4088
c9338 -6138 -25144
c2945 28116 8624
c1630 198 -2968
c11372 29502 -32704
c10913 -10494 -12040
c7703 -21054 -5992
c2944 -18414 10136
c11694 2772 -4480
c2940 -23760 18704
c2938 15444 -19096
c9288 4752 6608
c2936 24816 -2968
c10984 17160 2072
c9533 -14982 -32200
c8426 -2244 19208
c725 12804 -18088
c2934 2244 -17584
c5257 858 3080
c7935 -21450 -6496
c2932 -15708 -16576
c584 -18678 2576
c2931 -30030 24752
c189 -15906 1568
c5413 13662 -6496
c2925 21714 25760
c2924 11352 28280
c2921 -18612 -14560
c11919 -25278 31808
c3865 -13068 56
c2918 12936 -24136
c9177 -13860 -16576
c2917 -11088 -952
c1359 15312 56
c1083 14124 -30184
c2916 -24618 -2464
c9598 17622 8624
c8866 -4818 -26152
c2915 -19866 -8008
c2914 -14652 -12544
c2911 5676 -7000
c11858 10362 -13048
c2907 -11880 3080
c3114 23496 27272
c6151 -9834 32816
c2904 -25542 -8008
c9888 14520 -19600
c719 -19272 -26656
c4201 32274 4592
c6149 1518 24248
c2903 -16170 -29176
c2901 -28050 560
c7012 -16500 -12544
c284 1056 28280
c2897 858 -25144
c11689 17226 -32704
c2358 11550 28784
c491 5808 -12544
c827 -10494 -26152
c2896 27984 1568
c10624 6864 -12040
c174 660 2072
c1222 1452 15680
c11777 21846 -15064
c2895 22902 14168
c1131 8316 4088
c3379 20790 7616
c796 -26202 -25648
c2892 25806 10640
c2890 -18348 -14056
c9043 330 -28672
c2889 -21186 -31696
c9149 31416 -4984
c2888 -6204 -23632
c2885 -18414 4592
c10494 -9174 -29176
c5952 12408 18704
c2883 5742 -25648
c1832 -11616 13664
c6496 -19998 -2968
c2881 11748 19208
c4164 19668 -23632
c2877 17820 -23632
c2876 -3630 -3472
c2875 2706 -8008
c10878 -12738 -14056
c3376 10362 28784
c7106 27984 -17584
c2868 7128 -12040
c1893 32472 11144
c1641 11088 11648
c11997 10098 32816
c5546 26730 28784
c7613 22044 9632
c2867 -23430 1064
c2865 28380 -27160
c2879 28248 30296
c2857 -25542 -9520
c3336 13662 -25648
c3992 21912 -30688
c10812 -462 29288
c930 -13992 -4984
c2846 26730 -28168
c1039 9372 15680
c3559 26136 -8512
c10173 23496 16184
c2668 -9900 11648
c2989 -22770 -16072
c7446 15906 26264
c2838 23958 21224
c4928 -10032 560
c1885 28578 -7000
c2833 -7392 -17584
c3187 30426 26264
c3181 31284 24752
c3331 32340 -952
c10756 -9174 -25648
c4929 31680 -3472
c5883 22770 18200
c2828 -660 -4480
c10801 6732 5096
c2823 8118 15176
c1122 3564 2072
c2821 -15510 4592
c2818 24222 -1456
c7821 11286 -20608
c854 -22770 11648
c9976 6864 -3976
c3305 -27456 -16576
c6859 22770 13160
c8590 -31086 3584
c7380 -22176 -14056
c9791 -28842 -22624
c2815 32010 -19096
c2202 -16104 -32704
c2124 16764 -7000
c2814 -22902 -9016
c8540 -6006 9632
c4695 -22968 -29680
c2860 21648 -11032
c4888 24882 -32704
c3638 1056 31808
c1343 8976 -11032
c2809 -3234 21224
c2802 8976 -17584
c3334 2310 -18592
c3174 32472 -16072
c2801 -4818 -6496
c5927 -12936 -29680
c1848 -17094 8624
c9896 -14718 15176
c4162 16698 28784
c5748 17094 -3472
c7555 -9240 5096
c2796 3630 4592
c2795 -27852 6608
c2478 -1452 560
c11400 11352 -12040
c10449 9966 -15568
c3383 32406 22232
c2791 -4356 4088
c11738 -12804 -3976
c2636 2838 14168
c2887 14718 24752
c7296 4422 13160
c2787 -7986 -5992
c2786 -15180 -22120
c360 -20790 4592
c11578 -23892 -7504
c3741 30492 24248
c2782 -17358 -23128
c3525 20196 -2968
c363 -3894 11144
c11013 27456 16184
c3516 31416 22736
c2780 -12144 -9520
c5138 25608 31304
c3567 1650 -6496
c10975 -18810 3584
c2024 -1584 -27664
c741 26532 -12544
c2773 29106 21728
c8555 22836 9128
c2768 30228 -25648
c7534 -27060 -6496
c2763 -7590 -10024
c3224 26796 -11032
c2376 24156 11648
c9006 -17952 -24640
c5708 -1188 8120
c2760 25740 -30688
c1609 -24882 4088
c7114 -21648 -11536
c7359 4356 3080
c5247 17622 3584
c343 18216 1064
c2744 28908 -19600
c2743 7458 -27160
c3021 8712 27272
c10613 6204 -26656
c3964 -27918 2576
c6061 10164 2576
c2738 4422 -28672
c77 30360 -5992
c2758 9174 -6496
c11513 -11418 22232
c10210 -726 26768
c2737 32802 14168
c9026 -6666 -14056
c8425 -21318 -19096
c5451 32802 3080
c2734 -24750 15176
c4659 8118 -26152
c2732 11022 29288
c3219 5016 8624
c11103 -16236 56
c5459 -462 -33208
c2726 20460 -20104
c2848 -6204 -24136
c9203 25542 -448
c3820 -10098 -5992
c2724 22704 -14560
c8880 -27258 5600
c4285 -28578 11144
c8528 20658 -13552
c5389 -6204 4088
c2723 -25014 2576
c3302 -14388 2072
c2721 -26994 26768
c1776 -7920 -21112
c9416 -28908 -14056
c3350 20196 15176
c2678 14388 31808
c2718 4818 -3472
c7282 -660 -19600
c2717 18282 -29176
c10371 17226 -14056
c10222 -27390 -19096
c3603 -7656 -15064
c2793 -7062 16688
c2715 10362 4088
c1231 32340 -8008
c7539 -31020 -13048
c5078 18348 29792
c7042 -25740 13664
c2710 11748 -11032
c1956 2046 23240
c664 -21846 -20608
c2706 6930 -8008
c9078 -25872 -26656
c3930 -25014 7616
c6901 -9768 -24136
c5036 9702 -13552
c11893 33000 560
c2855 -29172 6608
c4388 -22968 -12544
c2701 5082 -16072
c6783 26070 21728
c10498 -8052 29792
c10201 -1122 10640
c2700 -4818 -8512
c4945 -19800 -13552
c2699 -792 5096
c5420 -29568 20216
c1992 12078 21224
c3670 12276 1568
c1251 -3630 16688
c2943 26928 -2464
c4609 29370 3080
c2698 7788 31304
c3876 17226 -27664
c4341 21714 7616
c7913 12606 -25648
c3102 13464 -31192
c5328 -8580 8624
c2696 -18546 -9016
c11083 11748 13664
c3088 9768 9128
c2692 -20460 -15064
c2690 4158 -8008
c2689 27456 -31696
c485 -19206 15176
c2685 11352 22736
c4717 -20130 21224
c2923 -5874 15680
c2679 18810 3080
c3748 -14124 19208
c2677 23100 25256
c123 -14454 -13552
c1144 25872 -3472
c2675 1980 -22624
c2674 14322 9632
c2937 -26796 -14560
c2806 -11616 12152
c10276 8778 -28168
c5098 20988 -7000
c6822 -26862 -28168
c7107 6996 -31192
c11024 -10098 3584
c1645 -14982 -2464
c7511 19668 -23128
c2664 -8646 -14056
c2663 29106 -448
c2662 11088 7112
c6963 8580 -10528
c2658 -19074 -6496
c496 -13596 10136
c3726 29172 -5992
c5827 11022 4088
c7257 21318 4088
c2650 -12672 -448
c2649 25278 -19096
c1033 7392 3080
c2864 -990 7112
c5796 -10956 -3976
c3220 15444 6104
c1792 6138 12152
c11052 31944 -28672
c2644 -5016 -22624
c2642 13860 6104
c607 32604 1568
c1141 -15774 -15568
c6988 1980 -10528
c2632 -10956 5600
c3505 18282 12152
c4521 19206 -9016
c10169 17094 -20608
c3469 -12408 -16072
c8802 -18216 20216
c2629 26136 -13048
c11398 26532 -18088
c11142 -21582 11144
c2159 27522 28784
c5616 -22110 1064
c8185 528 -31192
c2620 4620 15680
c2619 -6534 -1456
c5639 16038 5600
c7205 -9372 5600
c2614 -11352 20720
c55 12276 10136
c11105 -15048 23744
c2608 18942 32816
c4238 6138 9632
c5038 10164 7112
c3397 -2508 -1960
c2862 16962 -28168
c6371 23298 -27664
c2605 28314 -15064
c8812 6336 -12040
c1719 -21912 13664
c1423 1320 -18088
c2863 18348 -21616
c9959 -22572 8120
c243 14520 -2968
c6529 -528 29792
c2600 11616 19712
c5812 2046 26768
c698 -24288 6608
c2336 8844 16688
c2597 13992 15176
c11579 25212 -13552
c11508 -3168 5600
c1988 -8052 -24136
c2596 -15840 -24640
c6337 -25938 19208
c3736 -2046 -21616
c1936 -5148 29792
c7783 -25938 32312
c5544 -7722 -15568
c7175 32274 4088
c11097 -7326 -23128
c8413 20328 -27160
c3391 23760 -21112
c2588 -198 15176
c8601 9570 -1456
c2582 -1584 -26656
c2578 3960 1568
c11970 -594 -31696
c7704 -198 28784
c7494 29436 27272
c2616 264 -7000
c10528 18942 -8008
c4348 -12540 13664
c4552 28644 1568
c2571 5940 8120
c10170 -17358 1064
c8020 -1716 -7000
c4286 25608 -12544
c10069 8976 -19096
c5055 528 15680
c2570 -10296 -9520
c7738 32340 29288
c1907 23430 10640
c2566 24354 6608
c3285 -32406 31808
c2708 -1320 -21112
c11068 -13266 -8512
c7014 4290 -13048
c2560 -6798 18704
c1460 29040 20720
c4681 -990 -16072
c3025 16236 -2968
c3857 -16566 -21616
c2558 -15774 -2464
c5626 8052 2072
c2556 -22704 -4984
c2555 20988 -18088
c2554 8844 -15064
c2553 -15642 19712
c2551 29172 2072
c2483 -10296 4088
c9993 12408 -27664
c8859 12210 -8008
c2550 -9636 2576
c11711 13200 29792
c2549 21648 -14560
c2546 -14124 20216
c2733 16698 26768
c9873 -19602 -15568
c1763 15114 -10024
c2712 -2178 -27160
c8737 30228 -21112
c4539 30756 24752
c6111 -12276 5600
c6491 -5940 -7504
c12013 24684 -19600
c2537 -5610 11144
c1382 -3894 24248
c2705 2904 14672
c8805 26598 15680
c2534 -14190 4592
c6311 24156 -11032
c10128 -19866 -15568
c8765 -13464 6608
c2788 66 -28168
c736 29832 -12544
c4783 20262 26768
c7342 13530 5600
c3087 21648 -13552
c2530 -33330 15176
c6157 18810 -7504
c11270 -33330 25256
c3226 19008 -14560
c9063 15048 19208
c1134 -24618 -26152
c10412 28446 -26152
c2529 -2706 -29176
c5872 27918 10640
c3279 28644 19712
c9289 18876 -8512
c2933 29172 6104
c2573 -10494 12656
c177 27852 13160
c6631 8844 -7000
c2519 -21186 17696
c8051 -27786 -6496
c2044 -21450 -27160
c2245 17160 -12544
c6679 19932 24248
c9712 -19998 10136
c5706 27588 18200
c10764 -24354 12152
c2512 14520 23744
c5469 -16368 -448
c10683 10692 31304
c2509 -9966 25760
c4290 28116 -9520
c2508 -32340 6608
c11146 -1122 -20608
c2584 -21318 6104
c7827 16236 -3976
c3085 -24882 -12040
c1509 -21054 21224
c3719 -17226 6104
c2703 25806 -5488
c7270 -8778 18704
c2499 3366 15176
c2497 27522 4592
c11193 18612 -3976
c855 17424 19712
c9789 -13134 -7504
c4300 11682 24248
c7512 -10032 8120
c2495 7788 -9520
c5915 6600 12656
c2494 29436 -31192
c1143 -25542 -1456
c2493 14388 -28672
c1246 -30162 32816
c6613 14388 -31192
c2488 -9966 -33208
c9040 32340 -8512
c4689 -2046 -8512
c6462 6336 -26656
c10621 -15972 -448
c8991 -15642 -5992
c2484 18084 -3976
c2482 19998 21728
c2481 13134 14168
c8976 -11880 -11536
c3533 -12276 19208
c2480 2244 23744
c4217 7392 17192
c7314 12144 25256
c3126 -25014 6104
c2473 19470 4088
c11915 17952 22736
c2471 264 2072
c3446 6666 -9016
c5315 -19206 4592
c2466 9570 12152
c11480 21384 1064
c5422 -25344 11648
c8356 15576 -28672
c3374 -8184 13664
c5500 -3234 -25144
c10865 10758 -5488
c2462 11550 -5488
c7518 -19008 23744
c529 3630 1064
c10286 22836 -26656
c2460 -31416 -448
c2004 -26598 2072
c9843 -19008 18704
c2458 19668 -3472
c10626 -10758 13160
c2851 20526 3080
c2964 -18084 29792
c4393 22110 12152
c3276 18612 16184
c10560 21384 -10528
c75 -15972 -19600
c8054 10098 -20608
c2453 19008 -3976
c2790 28182 -32704
c6105 6072 56
c2452 -25014 560
c4068 5214 9128
c4354 -9966 28784
c3708 -11418 -5992
c2538 6402 -27160
c7963 -24816 -14560
c2451 13266 14168
c3637 15510 -22624
c2445 20328 56
c11124 -9306 15176
c3465 26268 -27160
c7201 -5610 -1456
c2443 7194 -448
c10622 24288 6104
c8829 14322 32816
c6780 3828 16688
c2437 7854 18200
c2435 -8514 9632
c2434 25344 13160
c2389 -17358 -8512
c2132 -25542 13160
c9881 15576 8120
c70 -5940 -15064
c3694 -3696 -18088
c2431 -14586 3584
c4989 10362 -25648
c1037 22572 -8512
c2428 10032 27272
c9293 19800 22736
c1124 -25014 12152
c5157 -10428 2072
c5610 22374 4088
c3378 14454 -32704
c10965 15972 31304
c3402 21912 560
c9561 6732 13664
c2419 11748 -12544
c3988 14388 20216
c7061 -28314 18200
c2416 12804 -15064
c2414 -10494 -28672
c6927 -25476 20216
c4656 -8118 -8512
c2413 28644 -14560
c2412 31020 2072
c9028 -22704 -10024
c4011 -3366 12152
c2408 24024 -4480
c2406 -3564 -29680
c303 16302 -32704
c1966 26268 -24136
c3676 28314 6608
c10868 -3432 27272
c848 28908 24752
c10869 11616 20216
c5228 -19470 -9016
c2404 -11154 -20104
c2401 -6204 29792
c2400 16764 8120
c7052 4488 -12544
c362 12078 560
c4944 -6798 -14056
c2399 6468 29792
c2398 22902 -952
c2397 264 29792
c1407 -5874 -29176
c8822 -22110 -12040
c7264 -18348 5096
c8341 13332 1568
c2396 27456 24248
c8853 15180 -19096
c2395 -6600 13664
c8912 29964 -24136
c2392 10494 -1456
c2391 462 -15568
c2390 -17886 -8512
c10296 -4092 -952
c2799 -15510 -8008
c3393 4158 14168
c3097 -22110 3584
c8924 2310 -28168
c1575 16896 -2464
c10818 -4686 11144
c2386 -24222 -8512
c2383 -1584 25256
c3604 2508 11648
c746 4026 29288
c9265 -27786 -8008
c6169 15774 -18592
c2380 20856 -27664
c8547 3564 -1960
c2375 29700 -21112
c3727 -15444 -18088
c2374 1848 -11032
c2369 17358 26264
c9954 -15972 -23632
c2368 -11154 -9016
c6937 9372 -12040
c8120 9900 -12040
c2366 -198 14168
c2365 13200 27272
c7330 -3894 12152
c11417 -20988 5600
c2362 21516 1568
c2360 6336 4088
c10340 -8844 -952
