TotalDisplacement 37891230
MaxDisplacement 2905
NumCells 44811
c6306 51744 51688
c15306 -57618 43624
c12559 33330 -224
c4917 -35376 3808
c11203 -31152 8344
c15151 -27918 -29960
c14372 -39138 28504
c11202 -40128 49672
c11201 11550 -16856
c14105 48576 15400
c14516 2376 -8792
c11194 54582 47656
c11192 44880 28000
c5250 38808 23968
c15632 -7062 37576
c15125 -5412 50176
c20382 49566 34048
c9948 -1980 -52136
c11187 -57486 -2240
c27413 50688 -36008
c11179 -8976 -8792
c31895 -46992 49672
c11235 58608 6328
c34925 -24090 26488
c9147 52734 54712
c35314 396 -11816
c11178 -14982 2296
c13212 28842 26992
c4098 -30954 40600
c11175 -20592 29008
c35477 6534 40096
c11172 924 40096
c1411 24618 23968
c42402 -16104 14392
c11171 19866 -35000
c8700 50952 45136
c18343 -29304 54712
c22857 51942 50680
c11169 -47982 -8288
c12874 33330 11872
c938 34782 41104
c36691 -9042 -41048
c12714 -21120 25984
c32109 -34254 -16856
c1338 -8316 -39536
c18170 -55968 13888
c11435 40590 36568
c7976 17688 44632
c11166 4422 -31976
c32474 -51018 13888
c12219 -23364 45136
c19932 12078 -3248
c34604 58080 -2744
c3311 -29436 6328
c11165 -13662 -41048
c13943 -44814 -29456
c14040 -34452 -11312
c15250 24684 -27944
c42851 -17820 -7280
c11163 -49962 23968
c41808 24684 30016
c11162 15114 12880
c21498 11946 41608
c11161 -5874 -11816
c11159 53460 -50120
c10695 -27192 -47096
c28593 -48444 -40040
c12905 41448 -50624
c11157 14256 44632
c10058 24420 43624
c10742 -22572 1288
c30612 -49830 -58688
c4635 -18216 -15848
c37154 6666 51184
c28046 7524 17416
c39285 45342 42616
c11143 38610 4816
c7944 -198 -14336
c11140 20790 21448
c11138 48972 -15344
c16222 44880 -51632
c11822 -38214 -48104
c31852 5082 -21896
c5892 33264 7336
c11137 -5742 5824
c11739 28248 -28952
c11135 29700 45640
c31655 -8910 -22904
c17470 -21648 -36512
c11132 -10032 -45584
c43019 -5412 -25928
c12291 29634 -224
c21466 28314 280
c44343 -50094 -46592
c13410 -15312 -28952
c14957 -43956 38080
c12864 32076 36568
c19854 -9900 -27944
c11131 30294 -28448
c10026 44352 -224
c22327 52602 -7280
c27859 14586 56728
c11121 -31944 -46592
c11118 40392 -728
c11117 -56298 52696
c11110 9042 55216
c12401 -7920 -35504
c34797 -15906 -8288
c11977 57948 52192
c11106 -54450 47152
c11104 -32274 56224
c39737 14190 -11312
c13151 51282 -26936
c11102 33924 17920
c11098 51282 38080
c18709 33462 49672
c23608 -20196 4312
c28432 57552 -2240
c40825 2706 -45584
c28815 2904 -6776
c39627 21186 7840
c11096 -53658 -28448
c20023 43956 27496
c26013 33594 -16856
c3459 2508 -10304
c11092 -20526 32032
c11090 8448 13888
c11084 23562 28000
c13863 32142 -24920
c1313 660 -23912
c11080 -52470 38080
c11079 -49236 -47600
c32347 33198 6832
c8356 396 -12320
c10479 -2706 11368
c13666 -23232 22960
c28625 37884 -11312
c2776 8184 -51128
c11070 6798 23968
c38332 9174 57736
c808 52998 -38528
c5014 -42570 -34496
c11066 50622 16408
c38670 47322 -39032
c21210 -30888 -12824
c11061 52536 14392
c43624 21978 -27440
c18927 37950 -37520
c11057 -1452 -15848
c8291 45870 32032
c11670 53592 -18368
c11054 25872 -35504
c17238 31812 20440
c11049 15444 -13328
c12652 -52536 -43568
c26464 -43362 16408
c11046 -41316 5320
c21251 7986 28504
c14868 -12012 -2744
c11044 -32076 -29960
c11039 5544 -14840
c12256 11946 -43568
c30034 43626 -54656
c11038 17292 -39032
c11037 1452 52192
c11034 -17688 1288
c2088 18414 -40040
c15506 22242 23464
c28411 -10890 -51632
c11150 17688 35056
c11189 -27720 12376
c11029 -41052 -9296
c16737 -41778 2800
c11108 -54384 26488
c5858 12738 -38024
c4791 22110 280
c41495 -22968 -31472
c17567 -22374 6832
c23567 33924 40600
c34412 -42042 -33992
c6674 43362 11872
c11015 -20394 32536
c14911 39006 -15848
c13892 -16500 24976
c8478 -49038 5320
c34582 13926 9352
c11011 27522 784
c11009 -15708 25984
c28400 -28182 -224
c11007 -38544 -13328
c11005 20592 -55160
c6791 -924 2296
c26929 21846 5824
c36280 -13200 52192
c12024 12738 9352
c11003 -50622 -31472
c13060 15312 22456
c33629 54252 -4760
c1199 43494 39592
c42541 -27984 -46088
c7279 -52536 18424
c14019 -12540 1288
c10996 47916 -13832
c8498 29172 -8792
c37250 -28644 -24920
c15779 -29634 36568
c18225 28776 -7784
c19051 -40392 40600
c10994 -29700 7336
c23901 37224 35560
c17970 -33000 26992
c42074 15114 16912
c27222 -27852 14896
c16633 -56694 -1232
c32684 -39666 38080
c12110 -30294 -28448
c18697 -1584 -39032
c10988 10098 -7280
c22933 -44682 9352
c8391 29964 -2744
c35531 -46200 -36512
c10986 39468 -5768
c12568 32802 -12824
c10985 -14388 -2744
c32578 -37620 39088
c22600 48906 56728
c35643 -52536 24976
c10976 2838 16408
c11396 -13332 -13832
c10974 -40920 -55664
c38770 -9042 38080
c10973 19668 34552
c19694 -16962 -14840
c28140 -6996 -8792
c10972 -49962 -21392
c5499 -28578 -8792
c10970 2970 -27944
c15437 -14586 17416
c15730 28248 -50624
c39825 -8514 -49616
c10969 858 46648
c10968 55044 -37016
c36099 29766 -54656
c17581 6666 -4256
c22201 -39336 15400
c11112 -41184 13384
c10966 -3696 -17360
c33357 23100 34552
c10958 -43824 784
c10956 -25542 3304
c12853 40524 3304
c35595 -7986 11368
c29546 3036 34048
c41634 -3036 6328
c32365 -49104 -5264
c10955 53460 7336
c12123 35508 -21392
c12420 14718 -10304
c11266 47058 33040
c32082 -12672 -19880
c10951 -19932 -46592
c9234 -55638 -25928
c2045 15444 -2744
c8369 53328 38584
c6938 -55704 -48104
c7167 8184 -20888
c28619 -14652 -28448
c10945 -12078 -43064
c44703 -19932 4312
c41989 -6732 -56168
c39835 -51216 21448
c10551 -42768 -19880
c10943 52998 12376
c31083 22902 -11312
c21231 19932 -17360
c30206 -20064 -29960
c10940 52404 18424
c22609 41250 -48608
c42814 10758 32536
c30744 12738 -29456
c10931 -10560 17416
c10930 26994 5824
c10421 -4620 -15344
c9210 48510 3808
c14206 42702 -16352
c10922 -29568 12880
c32323 12012 15400
c15656 -17886 2296
c2315 -47784 38080
c10920 49698 15904
c10919 10428 36568
c10909 -29436 3808
c3496 54978 -28952
c10917 -49368 55720
c31011 -18546 -46088
c7758 31284 9352
c5069 4752 -28952
c44748 -19800 -14840
c25686 -45672 54208
c42284 -10032 -9296
c29703 -30162 -8288
c4298 -45078 30520
c8294 39336 -6776
c43740 -43296 20440
c12438 -23430 -7784
c16022 -35442 -18368
c10905 -5280 14392
c20257 -12408 -8792
c10904 -12936 -728
c17832 -49236 -14840
c16779 -47784 15904
c12133 16764 -27944
c36876 23166 -53648
c10902 -21978 -27944
c25203 10758 -14336
c10899 -57090 -41048
c29838 51876 26992
c20411 -660 -1736
c25685 43032 -50120
c39873 -27060 16912
c10895 -50490 12880
c17129 -14982 -6272
c43836 5082 -46088
c13161 46926 -48608
c10890 -35640 24472
c34701 7920 -50624
c19717 -38742 25480
c39087 7194 8848
c10889 57288 -57176
c3780 45870 47152
c3080 -6402 -5264
c18218 -32868 18928
c19041 20460 -13328
c32544 54582 12880
c25551 43890 -31976
c10887 -38346 -15848
c6771 -12342 31024
c20736 36366 49672
c36904 48246 12376
c29941 37686 30520
c11506 48774 -9296
c38065 -22242 -39032
c34363 -6336 -27440
c10880 11682 33040
c10877 -16566 -30968
c2508 -48510 -1232
c6131 -16632 -37016
c3446 -45540 -3752
c10864 27192 -5768
c27355 -57222 57736
c10135 58212 -49616
c10862 14850 -30968
c28076 42570 48664
c1100 -53592 -5264
c34732 -12342 17920
c21294 21450 -14840
c14500 -22110 -49112
c10860 29106 28504
c43993 40128 27496
c12493 53196 25480
c39445 -37950 -8792
c10856 -27060 17416
c6606 7260 -224
c25809 -56298 -13832
c9566 -41118 57232
c10852 21318 3808
c44347 22176 37072
c6642 12606 -35504
c22939 -23034 -17360
c11980 15114 -3248
c10844 -10164 4312
c10843 -19998 42616
c10839 -44022 -8288
c24087 -31218 14896
c10837 45738 -23912
c10836 11748 32032
c29217 38082 -48608
c10835 30294 19936
c31526 36168 -27944
c12318 -18876 -4256
c37139 -15708 25480
c37102 16632 -34496
c16061 -42570 -33992
c26049 -660 -40544
c27056 -55110 5824
c17403 -35376 28504
c26895 47718 21448
c26998 -2442 27496
c32786 56496 -52640
c10831 48840 2296
c40537 17886 53200
c10830 12210 31528
c14079 28314 -3248
c66 46794 -42560
c1573 -11880 -38528
c8078 -56034 -39536
c10828 -38808 22960
c32025 -55374 -26432
c10827 -41844 -18872
c3194 7788 11872
c27039 2838 -48608
c10820 -35046 10864
c5323 -41052 -39536
c10808 5412 -28448
c13703 58014 -22400
c12081 -49434 25480
c14476 16962 -8792
c10802 -34584 -24416
c35144 43494 41608
c10793 20196 35056
c23910 -12342 21952
c5842 46662 -39536
c10789 21120 -7784
c19523 -8844 -27944
c13782 42900 23968
c22585 -21780 25480
c15047 18282 -32480
c10783 4752 48160
c10781 4422 -4760
c12108 -19008 36568
c9762 45210 19936
c27470 -12540 14392
c16322 2376 -5264
c7374 49500 45136
c14237 -7260 34048
c10776 27654 -25424
c33867 30624 -43064
c10772 43824 21952
c12650 32868 20440
c10770 53922 25984
c10765 36696 44632
c7770 16698 -44576
c14069 36828 29512
c36296 17160 35560
c9687 22638 -54152
c14833 1716 25984
c7648 -15708 -18872
c4831 44616 28504
c21184 -11418 34048
c10757 41514 18424
c19664 -990 -46088
c15023 -13068 17920
c13801 -37620 52696
c16727 39072 -14840
c10755 27126 12880
c18222 58212 46648
c43415 14256 -37520
c11469 -20328 42112
c25094 40524 43624
c40573 -11220 -16352
c24739 -3762 40600
c10752 -56694 -1736
c622 -34650 26488
c889 8910 21952
c11041 49500 -53648
c10751 -8448 55216
c22409 -29304 -43064
c14626 50358 4312
c13217 24090 -728
c29756 -51810 49168
c10749 37290 29008
c1854 45012 48664
c28747 45276 44128
c41713 53328 -49616
c13984 -15444 4816
c10748 20592 -25424
c14414 44418 -32480
c14028 28908 44632
c3872 -4686 -46592
c13442 31350 -33992
c22489 -24354 52192
c10746 -14454 -52640
c10744 -57090 29512
c10743 -50160 20944
c13493 -924 -6272
c26314 -21384 -48104
c10740 22374 16408
c10738 -45540 21448
c42447 29370 -24920
c18375 23034 11368
c15723 -45210 45136
c20260 -54186 22960
c43636 9306 -3248
c10737 42306 -34496
c14892 20856 -4760
c18295 -49830 -28448
c10734 13332 -38528
c21185 13530 -4760
c27818 -25608 50176
c12806 47784 9856
c23049 38346 -52136
c10730 57156 -18872
c23796 16368 784
c10717 30360 12376
c31523 26532 -10304
c1886 42702 -17360
c38619 21120 30016
c3975 40986 26992
c14676 50952 -21392
c27135 14586 39088
c33380 -30162 -4256
c10715 43494 34048
c14906 24222 12880
c15725 -2442 -16856
c44562 11550 -46088
c12536 -21450 56728
c10709 -26598 -52136
c30832 -33066 -16856
c4037 33264 -11816
c15687 29898 -41048
c10708 31812 6328
c12810 -3300 -5768
c10707 1122 -39536
c24859 14784 -1736
c40225 23628 -11816
c14763 -24684 51688
c10706 45408 -5768
c11617 46728 25984
c16440 18348 -31472
c10703 -9834 54208
c12483 54450 -10808
c15273 -57354 -13832
c21298 -25476 -12824
c29895 36828 1792
c10697 9108 -1232
c13440 56364 -35504
c38009 42636 42112
c10694 11088 -24416
c40285 40590 13888
c5319 -36762 7336
c35829 18018 -4256
c7387 -13398 11872
c10693 44550 37072
c7283 -36960 -32480
c2212 6138 784
c10691 9306 40600
c10684 -44550 14392
c12906 -2310 25480
c7726 25410 -23912
c33009 16896 280
c11669 5346 24976
c10676 11550 23968
c7742 13596 -33992
c25770 51612 46144
c10675 39402 24976
c10674 47322 36568
c10672 -858 -55160
c40168 -55968 48160
c10671 -19866 -26432
c11503 26466 -41552
c33170 -3960 -17864
c26614 -33792 28504
c16645 -51348 -24920
c38826 -35112 26992
c37824 35574 37576
c10668 21780 18928
c34579 45870 -48104
c9697 -7458 -38024
c16315 38544 45640
c35794 23694 -47096
c28856 -53988 -33992
c10666 -36564 32536
c3921 29238 50176
c40124 -33066 -53144
c10665 -45738 -8288
c10664 -50754 36064
c10663 -23562 7840
c11633 -31350 -19880
c293 17688 -36008
c13263 -13464 -48104
c12693 -45210 -30464
c10652 13992 -28448
c10651 8052 29008
c2620 -50820 -43568
c39273 6864 41608
c29661 39270 -16856
c10650 -40524 -52136
c10648 -31284 11368
c33277 42636 -28952
c2997 -2112 -38528
c34847 4422 -29456
c29497 -5478 11872
c37835 34914 -7280
c10644 -23364 55720
c4684 -30492 26488
c8903 54780 -37016
c30549 16038 31528
c12909 33726 33040
c338 -52074 7840
c31731 -41448 51688
c29203 20064 -27440
c35409 -33396 47656
c10642 4950 51184
c11334 44550 -19880
c14375 -22770 -13832
c19977 46794 -7280
c10639 34254 -15848
c19590 3960 -41048
c10634 51150 44632
c10633 37026 4816
c8694 -45144 -44072
c43241 -34848 -46088
c18043 35310 -39536
c10631 -35178 57232
c31038 18216 -43568
c10908 -9702 -6272
c10628 -49236 24976
c10625 -39138 -38528
c10623 -36894 -14336
c13390 -48774 24472
c126 -36300 -29960
c34728 19998 55720
c28635 39072 21952
c36436 54252 8848
c10606 -4224 -16352
c10594 30690 12880
c32328 -3498 -12824
c10593 -32142 20440
c31085 -22902 42616
c10592 -45144 45640
c29826 46662 -4256
c10591 46134 -7280
c26259 26730 -29456
c10590 -1452 -6272
c41829 25146 -14840
c10586 18876 -42560
c43557 34914 -46592
c11006 -1848 -12320
c9469 -8778 -3248
c10585 -8118 -14336
c7623 45540 19432
c6046 -44616 32536
c10584 29964 13888
c1109 -30228 14896
c10583 -14652 50176
c25852 -51480 40096
c38499 14256 -33488
c10580 -50160 46648
c23806 -50886 -28448
c26435 -35706 29512
c11865 -49962 23464
c18818 4092 17416
c10576 10824 22960
c4474 -25080 -43064
c22242 49764 -6272
c17450 -32406 -15848
c23584 -40458 -50624
c10565 -51678 -16856
c28762 -22902 -40040
c10561 -6798 -30968
c42865 35574 -38024
c10559 -18546 10864
c26199 -55506 28000
c27958 57354 5320
c34313 -11088 33544
c10555 -4488 47152
c9750 -8250 -57680
c20091 37422 -32480
c3004 19866 -43064
c27852 -26466 32032
c11724 -7722 -36008
c43020 -25872 14896
c4992 18282 55720
c10545 12474 24472
c13480 32472 17920
c20670 -11352 42112
c10618 41976 2296
c35303 -57222 46648
c12626 -13464 -27440
c12370 -38610 -24920
c348 5742 -10808
c3715 -24882 37576
c10534 29106 19432
c10532 34386 32536
c14188 -31416 8344
c12330 -2310 -14840
c10530 -20592 -38024
c4572 57816 26992
c14358 9834 -8288
c13753 13992 -12824
c10529 27588 29008
c12730 -33198 -34496
c10527 8778 43120
c15280 -14190 -24416
c10525 18876 39592
c24082 52140 11872
c25170 -13728 -19880
c10520 -1848 2296
c10519 -33198 784
c40273 29700 14896
c13578 13002 -4760
c24535 23232 47152
c10861 -43758 -32984
c10518 -40524 -2744
c3952 25344 29008
c10516 5346 29008
c10515 28908 38080
c426 7062 14896
c30684 49830 -52640
c10512 52470 -26432
c10511 -48246 27496
c37190 5874 -31976
c10509 -39930 -45080
c10505 45672 18928
c24382 -6534 -52640
c10502 37818 38584
c10497 42504 5320
c11725 -31614 21952
c10495 47718 45640
c10493 14124 -26432
c38239 36960 19936
c4630 2772 -8792
c10489 -28446 -19880
c3024 37554 33040
c10699 -990 -24416
c35003 27588 28504
c31403 45078 -45584
c23462 11088 -13832
c24803 -26532 -14336
c10487 -12276 -26936
c3147 50226 -7280
c11962 -54450 -52136
c10702 -33660 9352
c36024 -41448 -49616
c6519 32868 9352
c9711 45672 -2744
c31454 58476 22960
c22101 -4488 -9800
c10484 19140 21952
c32166 42834 -25928
c10483 -30690 54712
c10482 -2244 -8792
c39975 27258 -25424
c36848 30030 -3248
c10481 -6402 26488
c20216 -1518 20944
c13394 -25542 -19880
c653 -13530 -12320
c10477 -7062 -36008
c22018 -29832 9352
c1665 17358 -52640
c22855 -35376 -29960
c10476 1980 -25928
c10475 -26334 -224
c44051 20988 -46088
c23781 -21516 -37016
c31576 47388 9352
c31196 40524 -14336
c10473 -57486 -2744
c10588 4224 23968
c12979 6732 8344
c10472 30756 14392
c12927 24090 784
c10501 13002 40096
c10468 38610 -8792
c10465 26664 36064
c5528 10032 11368
c10462 -22902 -22904
c39172 -39732 -13328
c28576 54978 -13328
c10458 27324 -20384
c15543 11418 13384
c28359 -22110 -54152
c10455 33264 14392
c3052 5808 -37016
c10454 25806 -7280
c27074 42702 -22400
c21429 49698 -38024
c10453 -5148 -12320
c5220 23562 36064
c2539 -56826 1792
c19225 45144 17920
c22437 -2046 36568
c1464 -56232 1288
c21315 -26400 10360
c25821 -5940 1288
c10440 48642 20944
c15169 -12408 -728
c9520 25278 -41048
c42370 -22638 -34496
c10436 55638 -1736
c1307 -53790 -8288
c10434 -22572 -55160
c42269 -44880 19432
c1308 49896 48160
c34399 26730 51184
c10432 -42768 -42056
c20866 -8316 -32984
c23657 -41778 3304
c21369 -13926 30520
c10430 41118 48664
c10784 -46200 -9800
c7974 -10164 29512
c13476 -9108 22960
c39351 19008 -20888
c6404 31680 8848
c10428 53328 48664
c17559 10956 -21392
c35664 -33858 58240
c27752 3168 -40544
c13534 38874 24472
c10420 -330 32536
c32845 27456 9856
c16761 9372 -40040
c25205 21912 9352
c10419 -56760 9352
c30282 -31482 -728
c16734 -14586 15904
c10418 3630 18928
c10415 34452 56728
c4159 2112 41104
c17769 -53460 55720
c19915 52800 -18368
c10411 -5346 -28448
c10410 -14058 40096
c13017 -23562 24472
c10404 13134 -10808
c421 -27588 31528
c10403 12144 -25424
c35492 -13134 40096
c19137 29172 -10304
c10760 -43230 30016
c10401 -22572 46648
c12362 -1716 -10304
c14581 66 11368
c5106 -20262 32032
c8530 -25740 58240
c34611 -23694 -8288
c10389 11880 -7280
c20448 -30294 55720
c10388 19404 17920
c39452 -10824 -37520
c10959 -5676 -39032
c10384 44418 29512
c10792 10362 -24920
c7504 -37818 27496
c20015 -51480 34048
c10377 20526 42112
c32787 -4686 -10304
c10376 -38280 -56672
c1984 -13992 17920
c10366 -24948 5320
c30928 -858 12376
c10363 -19074 37072
c12304 -31680 6328
c32245 2904 -31472
c10814 -53130 -21392
c4845 57816 -11816
c22189 23166 -18872
c10359 -5940 -37520
c10357 30690 -34496
c38103 2178 -20888
c10354 -198 -33992
c36396 -1254 -21896
c25919 43626 -23408
c38422 -18150 26992
c10352 58410 57232
c24291 -55506 -21896
c19415 21648 -11816
c26116 4092 -20384
c23771 -24816 -46088
c10348 -11154 -33488
c5620 56166 42112
c28399 28116 14392
c34862 -28248 44632
c12692 -42570 29008
c393 12210 -32480
c10339 -8316 -26432
c10330 -42306 38080
c10329 -36102 -3752
c35488 50754 34048
c10327 132 26992
c7999 -44880 -14336
c30617 -56892 -21392
c24791 0 -4760
c14215 25476 -27944
c10325 -41514 16912
c22836 -34056 -43568
c10322 20592 -32984
c7465 22176 -46088
c10321 13596 36064
c10319 -36366 6832
c12835 -9042 -10808
c10315 32670 -224
c23747 -20922 18928
c10312 46728 7336
c42644 -10098 -46088
c26736 -52338 -16856
c10306 -13794 24472
c10304 51810 -28448
c10298 -38082 30520
c19077 23034 43120
c13832 -20460 21448
c22477 54846 -43064
c10292 -41382 36568
c6227 -49830 -33992
c38199 -17226 41104
c10284 -26004 -32984
c38633 -49104 15904
c12341 -21912 5320
c43078 25542 -25424
c13219 25806 6328
c10283 37092 9856
c39112 18216 -6776
c3841 -56430 37576
c40931 51810 29512
c10278 2904 -16352
c20217 39930 34552
c12408 9702 -49616
c9579 858 -2744
c42077 -12606 45136
c15463 -28578 -224
c10277 18018 41104
c10272 -52602 -28952
c2934 -48906 27496
c1868 39732 23968
c10270 -44748 21952
c10269 9636 -13832
c10599 29172 -44576
c6387 31482 -14336
c10267 31020 2296
c20078 26400 -10808
c6219 -13464 30016
c23976 -26334 30016
c33302 -51480 -38024
c31309 48576 13888
c268 -264 32032
c16352 55242 34048
c31978 -52668 -27944
c10264 6006 40096
c33500 -7194 -12824
c14083 19272 784
c42104 -3168 -11312
c10263 -33462 784
c21696 21120 13888
c10262 4488 19936
c12073 -37488 48160
c9239 -14520 -23408
c26146 43230 -16352
c10261 -18810 37576
c30758 -37554 -47600
c10260 -30690 -10808
c10259 55770 -22400
c8484 23892 36064
c30856 -10230 17920
c10257 -40590 -37016
c10256 16104 28000
c10255 -51414 12880
c13654 33528 26488
c12044 20262 -15848
c10252 16500 -26432
c19907 13332 48664
c23379 -4554 -22400
c17781 24288 47656
c15103 34386 19936
c2639 5412 46144
c10248 4554 -33488
c42610 20856 21952
c24085 -1320 54208
c10431 5412 -51632
c29260 -26598 -41048
c10244 -45606 -5264
c9741 -46002 39592
c29475 -924 -2240
c30191 -39864 36064
c10240 -22374 -6272
c8324 -28314 -8288
c16757 19338 -35000
c3634 -52206 -8288
c38671 9900 8848
c10238 24024 -20888
c14287 14190 -37016
c10237 -48312 10864
c3275 13002 -45584
c10232 54780 37072
c10229 -42570 -23408
c10228 -49302 32032
c33000 -49962 29512
c10224 35838 -8792
c32494 -28182 48160
c16232 -19140 -2744
c12592 -37620 -1736
c39523 -19074 280
c35049 28578 -728
c10219 -58674 -28952
c27421 -43890 -48104
c35094 23364 -44072
c20973 14652 -46592
c30237 21318 24472
c38707 -50754 18928
c11333 -990 40600
c10211 -3828 38080
c41866 27126 18424
c13198 -990 -24920
c10209 -16170 -17864
c12446 1848 34048
c10204 24750 -6272
c6968 -8844 -45080
c22310 2970 -39536
c10197 1188 -25928
c17877 52338 56224
c10188 -36762 1792
c1974 19998 -44576
c10178 57684 -49112
c19216 56496 32536
c10175 -3498 -28448
c10174 -51018 -37520
c144 23958 -32480
c37430 -1122 -1232
c13553 29370 -41048
c25659 9438 31528
c32195 35640 -30968
c10172 -44484 53704
c19369 51678 40600
c10166 -21714 -33992
c29698 6270 23464
c37896 30822 19432
c10165 -2112 -2744
c15277 21780 5320
c10164 35772 28504
c10162 54978 -26432
c10161 53988 18424
c43694 12210 41104
c26027 24222 -23912
c20920 53658 32032
c33604 14388 37576
c10159 10956 38080
c37649 -36168 17416
c8186 36168 -5768
c12530 47124 -30464
c23927 49566 -30464
c24765 -48972 -17360
c1930 -13200 8848
c12829 1254 -14336
c10157 -24684 51184
c17261 39798 -24920
c28848 -7656 -36512
c10156 33462 -54656
c14517 36762 9352
c23665 33132 -21392
c37986 -264 -41552
c11621 2772 48664
c44298 38280 -17864
c38772 38082 3808
c37335 -2904 -9800
c20872 -33858 -31976
c10153 5544 35056
c14741 47190 -27944
c32364 -35574 -20384
c12647 -52272 5824
c2421 26070 -14336
c15686 24816 47152
c10151 -5874 -5264
c37859 2838 48160
c8525 27852 -49112
c2438 -21054 7840
c10149 -36168 16408
c14192 22308 -39032
c10148 -24420 -47096
c10147 45078 29512
c26528 50292 -53648
c10729 -50094 -35000
c2440 31416 -11816
c27347 -15114 16912
c44489 31812 -10304
c42245 50622 20944
c14724 -30954 -17864
c14766 -49830 13384
c10141 -51216 24976
c33692 -5610 -24920
c16021 9768 11368
c10759 -58674 -9800
c10133 1980 280
c10131 56496 30520
c33625 1914 16408
c10129 34716 -35504
c21325 -51282 17416
c10127 49038 -1736
c11769 21912 -9800
c10125 -35112 24976
c34995 55836 17416
c10124 -14190 -39032
c10118 49302 18928
c40154 15114 -6272
c2597 26664 9352
c10378 -6270 -22904
c10115 -11022 -50120
c10112 23958 45136
c7616 -41118 -27944
c42065 -8712 -46088
c35273 52470 1288
c26442 -50820 -41048
c10111 -18348 55720
c11816 -21186 -5768
c10106 -22770 48160
c1830 49566 -38528
c12896 -18744 20440
c10103 10428 14896
c29904 -50292 -38024
c10102 57156 21448
c10100 13860 -56672
c10097 47190 -28952
c19425 -28380 -53144
c29868 -8976 -37520
c10323 33594 -25424
c10096 13002 -31976
c39716 -25608 45640
c36228 -34122 -4256
c12852 -50028 29008
c6505 -46068 40600
c34583 -3498 -40040
c10093 -21450 -51128
c10092 -13002 15904
c11572 -16170 -42056
c16880 41976 -12320
c17856 -1782 -13328
c10090 -1122 25480
c39783 -594 13384
c10087 20262 42112
c10085 56496 -17360
c32283 14784 37072
c29833 28380 -2240
c11152 5478 -37520
c42700 40128 -36008
c10083 -13134 -26432
c17883 -23892 45136
c10082 -51744 34048
c10081 12870 -6776
c10080 56232 -9800
c38593 -22110 -50624
c10079 10296 -1736
c28545 14256 -50120
c10071 6996 27496
c10070 -45012 -12320
c10067 -55770 3808
c6073 -38742 38080
c26386 -28050 25984
c30326 -56034 -35504
c10066 47916 -33488
c27542 12672 52192
c10064 -21912 28504
c11902 -45144 8344
c11531 23628 -10304
c5097 -10692 8344
c10061 -17094 -3248
c10060 -28182 41104
c10059 25608 -38528
c36131 38082 6832
c496 -38478 43624
c1301 -3036 -28952
c10057 -22176 33544
c26155 29106 -15848
c14403 -56166 -4760
c10055 -37818 -50624
c10050 -42306 42616
c24438 19074 -10304
c10049 51612 24472
c14742 26862 -14336
c10046 47652 5824
c10043 34650 -49616
c10041 -53724 -52640
c24501 5742 -7280
c10035 -30228 12880
c8419 26136 33544
c32620 19998 -4256
c19728 24816 53704
c10034 -40656 37072
c10032 -34584 -48608
c13784 47058 -1232
c3110 -32472 27496
c10030 -18744 -7280
c10028 26004 -31472
c12442 10296 -29456
c21362 -2640 5824
c29030 19140 -22400
c2036 -30624 -10304
c4351 39072 -45584
c10022 -66 -27440
c10021 -36036 14896
c38280 7854 -41048
c14791 -29502 -8792
c2945 594 47152
c10018 -26796 -50624
c19824 46728 9352
c42969 26598 40600
c7536 10956 25480
c10009 53790 29512
c14326 -45012 12376
c10605 43758 -52136
c10008 -42900 -17360
c10949 52866 -31472
c20424 9570 38080
c10006 -20658 2296
c10005 39732 -34496
c43203 -37752 -30968
c11842 19800 -49112
c22606 -56034 -33992
c10004 -50886 -22400
c41545 35178 30520
c10003 34914 -728
c7242 52338 -19376
c33961 17094 5320
c10000 2772 -12824
c11252 24288 -43064
c22715 31614 784
c9995 54384 -12320
c37697 -66 -32480
c31397 6798 -28952
c15084 -52338 -18368
c9992 22242 -19376
c9991 33726 45640
c9988 23298 -8792
c23555 10758 17920
c44532 -7854 18928
c9987 -9570 -21896
c9983 27786 -8288
c8359 38412 784
c41107 -51348 -13328
c39615 -12342 -20384
c1390 -13794 -12824
c9978 -57618 49672
c3453 -52404 -40040
c9974 -12078 38080
c9973 57750 22960
c14221 32406 32032
c1059 29766 39088
c3614 47718 -52136
c21610 9636 -56672
c39726 -48906 280
c9970 56496 -31472
c14727 11418 -14336
c3762 49764 -46592
c3163 38808 -27440
c37186 29766 -48104
c17901 37686 12880
c19862 39468 -38024
c9963 -50160 -3752
c9962 50424 49168
c7693 -15906 46648
c18425 47916 46144
c11051 21450 -8792
c24929 55044 19936
c9961 18150 -16352
c9960 -31152 -39536
c9360 15444 37072
c9957 -36036 47152
c36301 12474 40096
c9955 792 29512
c26465 -21384 -37520
c6708 18678 -8792
c9950 -46002 50680
c24751 -49830 37576
c11827 55440 -55160
c9949 -40392 41104
c10531 -3828 14392
c5157 44946 -19880
c21847 -31614 -20888
c30519 -34782 12376
c16945 -34848 -18872
c9942 26928 16408
c9940 -29502 50176
c9359 -31152 -22904
c2381 54714 1288
c10602 -16698 -22400
c9938 32340 -50624
c9937 20922 50176
c26361 -9966 7336
c9936 -16434 9856
c12734 19668 -26936
c12666 35706 15904
c738 36300 -3248
c19085 17358 5824
c44573 38412 -51128
c12239 -31284 -12320
c29944 44748 -42056
c27419 46332 2800
c9932 -23166 25984
c9931 15444 -36008
