TotalDisplacement 59859341
MaxDisplacement 3564
NumCells 51382
c14900 31944 -35728
c31601 -8844 -60928
c14898 -15114 55496
c14897 54516 -40264
c40713 -39930 -22120
c14896 28776 -32200
c19240 -61380 -31192
c31294 -38478 -52360
c14884 -26466 17696
c14355 -33264 8120
c8878 45474 29792
c23594 6006 -22120
c14883 -8316 -50848
c14880 43230 42896
c14879 -36168 -25648
c45934 3300 -952
c13766 -34782 -29680
c36463 -8250 -12544
c3131 28908 -46312
c14876 59862 54488
c2425 12276 7112
c36647 5280 -15568
c14870 -25212 -19600
c14869 2904 -40768
c14861 18348 26768
c14860 -56628 25760
c14858 1782 22736
c43200 18282 17696
c14854 -5412 -39760
c37230 43098 2576
c17363 -25542 -14560
c14851 51414 27776
c36882 48444 -7504
c14850 -39600 -47824
c14847 -59136 -9520
c14610 50292 -59920
c14033 33000 24248
c14845 40590 -27160
c34288 35574 8120
c14844 58410 3584
c41269 3036 -16576
c14843 -14586 6608
c11971 56298 -11032
c4506 -44484 -24136
c14841 -23562 -14560
c17001 -46992 52472
c14838 -10824 13160
c14837 45210 40376
c31954 47586 12656
c5553 14388 -1960
c32782 17754 -22624
c14836 -30426 23744
c39772 17160 -20104
c14834 -19470 -2968
c25556 -3432 -55384
c16821 18216 -5488
c33161 -46266 -58912
c14824 7062 16688
c50159 14388 -19600
c9413 -46596 29288
c14815 -42108 -37744
c31088 -9636 44408
c14808 12144 -31192
c26137 -10362 11144
c49553 24948 -16072
c37605 55374 -12544
c27565 -9702 -58408
c43880 5280 3584
c43617 -20394 -38248
c28899 -55110 -13048
c14805 -46068 -448
c14802 -52536 -41272
c14801 -21318 56504
c41078 -62172 -25144
c23983 40194 -25144
c14797 -45738 14672
c15963 -44880 15176
c32630 -59730 -20608
c23308 -11154 -40768
c14792 32472 -10024
c7189 22968 6104
c49746 27456 -54376
c41648 -54912 2072
c28704 330 55496
c10764 -22308 -44296
c16179 -31548 18704
c14778 -46662 -37240
c2652 4752 -37240
c33552 43890 57512
c21873 25278 46928
c42007 -3498 -14560
c14777 35904 24752
c39048 21252 28784
c7108 -4950 -34216
c39608 -2772 -19096
c14775 -22176 -31696
c32272 24816 54488
c14386 -20130 38864
c32627 -11880 -17080
c10810 41052 -22624
c39503 -18084 -3976
c14769 7392 -52864
c4807 4422 14672
c18162 -21648 14168
c14768 -43428 -61936
c22696 31680 28784
c14762 -13596 -29176
c32248 49170 -15568
c14760 40590 -44296
c44672 -17820 33320
c14759 55110 -54376
c21056 24750 12656
c2054 -43956 20216
c2257 -47124 -28672
c27262 -42306 23744
c14745 4884 -15568
c14744 41646 14672
c28437 31416 30800
c150 -11946 40376
c30947 -4224 23240
c6420 -58278 -24136
c19217 -15774 -39760
c14734 42438 28280
c7823 -46266 -1960
c23052 -37290 5600
c47254 21252 30296
c43338 15576 -52864
c24882 -5874 26264
c47070 -36828 56000
c4322 -46596 -26152
c14731 -47652 -3472
c14730 -57354 44912
c27519 21120 -57904
c49606 -17622 -33208
c33583 23694 4592
c14729 26400 -36232
c720 37422 -14056
c14713 9504 -28168
c14711 -3300 1064
c10528 -46002 -15568
c17834 -13002 -15568
c19087 52800 14168
c47963 -27852 57512
c29827 -9768 36848
c202 -27390 39368
c30660 -726 -31696
c11880 25212 -29176
c49084 56694 39872
c37252 26994 20216
c1105 -5676 -43792
c6413 48510 -31696
c27307 -30690 -11536
c29200 39072 3584
c11666 54978 24752
c10911 -56496 -26152
c14689 57486 -27160
c725 36432 28280
c3561 5148 23240
c30730 54120 11648
c1969 58542 25760
c8656 36234 -29680
c14684 -34650 17696
c21757 -49038 54992
c38943 -7128 -52360
c14681 -35574 -10024
c42189 50358 29288
c8418 5610 9632
c14668 20856 1064
c14663 19734 -19096
c34709 46266 -36232
c16504 -39270 5600
c14658 47718 -38248
c14654 8580 -24640
c14651 -41250 -17080
c9678 13464 18200
c14648 47520 57008
c1343 -54516 -448
c43448 10824 26768
c14976 1716 36344
c43752 -62172 45920
c776 23100 3080
c14639 51150 -20608
c29964 -46464 22736
c14637 -29502 -8512
c44709 40722 -34720
c14631 10890 -24136
c7143 30690 58520
c14630 -396 -23128
c36147 16830 -58912
c31249 15114 -53872
c14628 -57024 53984
c49652 6138 -2968
c14623 1650 48944
c33017 51810 13160
c14621 42042 -29176
c10382 264 -12040
c14616 12870 49952
c28634 29634 -2968
c14614 -12012 12152
c13187 -19932 -36736
c43892 50622 -33208
c34450 -4752 -26152
c22303 -34386 32312
c14602 37158 38360
c9816 29172 -59416
c14598 27522 53480
c2411 43626 -26152
c19368 25146 -12040
c14593 54054 49448
c4209 -44880 10640
c18937 -8976 -44296
c20739 -58476 48440
c28983 -26334 -18088
c14985 22506 -16576
c14590 -858 7112
c9832 6864 -41776
c48772 51480 -43288
c40886 -22110 -24136
c1885 19272 -24640
c14786 -43890 -448
c14582 16896 5600
c32667 32010 -10528
c14578 -6204 14672
c25903 51612 -21112
c29176 -24420 56000
c36532 44748 -5488
c14573 52140 -11032
c47291 6798 30800
c32567 -3828 -11536
c749 2970 -4984
c14571 -26796 -26656
c43938 59664 48944
c6448 26928 -49840
c13238 14454 6104
c40877 10362 -55888
c37023 -6864 5600
c14564 -14982 -6496
c40876 61710 22736
c21736 -13002 23744
c14563 60918 23744
c14560 -18744 -31696
c9373 2706 -5488
c41362 35442 11648
c14559 10230 -44800
c42540 55440 27272
c9190 57552 10136
c7750 2310 -55384
c48471 -8316 52976
c14787 61314 -47320
c5772 18876 -28672
c41723 -59070 -14560
c14557 50424 -27664
c4155 -44616 -29680
c14554 35706 -45304
c2451 -41052 -45304
c14546 31152 9128
c27968 43824 -52864
c14540 -16434 17696
c18969 -53130 2576
c10007 -6402 -44800
c25985 28050 61040
c14526 -56100 -19600
c14521 -48510 33320
c37875 -15246 -21616
c29614 48576 -21112
c14520 1518 -11032
c14767 48180 -28168
c47170 -50886 -2968
c43519 -45474 15680
c14515 44484 47432
c20378 -20328 -30688
c41681 -33858 29288
c14513 -26004 13664
c22107 34584 -41272
c40547 40458 -43792
c14507 -51744 -11032
c7191 49236 54992
c45558 47058 42392
c26326 -28248 30800
c14878 30888 10640
c36909 13530 24752
c14505 2838 -44296
c12383 27522 -12544
c5715 -8052 -61936
c7019 528 39368
c32573 54978 -10024
c19806 49962 -1456
c34807 59070 22232
c3519 27918 56504
c14496 -1716 54488
c50383 -5280 41384
c14492 13992 46424
c35789 -58674 -14560
c8915 4356 7616
c6728 35112 46928
c14488 29436 -54376
c12764 19140 49952
c14486 6666 -31192
c15931 16434 -11032
c27162 -26466 -32704
c14484 61446 -20104
c43622 3696 19712
c19532 39798 59024
c14478 -11352 -31696
c45137 -44220 -32200
c14469 20658 -45808
c5338 858 -11536
c13589 44814 29792
c11575 20790 41888
c20730 2442 47432
c14459 -11088 -17584
c18768 -36960 8624
c25055 -38280 -15568
c14457 28248 2072
c13490 15774 4592
c16288 -52998 -46816
c18884 18546 -33208
c51116 36168 -33712
c14455 8976 -51352
c6194 10956 -30688
c44184 -11484 30296
c14454 -25806 51968
c17880 12408 10136
c41608 44880 -38752
c14452 10890 -54376
c48538 33858 -29176
c14449 -45078 13160
c21649 -33858 12152
c4086 43890 -2968
c20719 -44550 -4480
c14444 52932 16184
c49313 53262 21224
c15304 37356 -22624
c14704 -132 10136
c34539 -19272 48440
c920 -11682 -31192
c14443 -16368 36848
c2481 132 5096
c43843 32472 60536
c14438 -4950 23744
c29750 3234 -10024
c14435 49566 33824
c49397 24156 34832
c14432 9174 23744
c44415 43428 -58912
c25704 55308 -48832
c14430 -48972 -51856
c31840 58212 -46816
c30834 8646 6104
c11146 6930 39872
c14428 -16434 48440
c25596 -37686 -60424
c14968 -29898 29288
c48929 42834 -10024
c14417 61974 7112
c14737 -35244 16184
c33916 20856 -30184
c14400 -58146 -16576
c14397 19206 -38752
c15285 -15972 18704
c14395 27852 47936
c134 -27126 -5488
c14391 -54780 -39760
c14390 -19602 -32200
c37625 -16368 -38752
c6123 9702 30800
c14383 40854 9128
c14382 38808 -8008
c8786 11880 -42280
c14381 2310 -12544
c45727 -38742 -16576
c5502 -26664 -448
c7076 44748 44912
c30982 -61644 34832
c14377 45408 -51856
c47057 24816 -58912
c15877 -17886 -50848
c14376 -55374 -22624
c14370 50820 -51856
c4694 -57024 20216
c32359 11946 -50344
c14362 -23958 -54376
c18163 -10428 -11536
c14352 -2178 60032
c49242 24090 15680
c38950 53196 -6496
c25100 34980 -50344
c14350 -41052 -24136
c6033 -29964 26264
c30793 45408 -37240
c10570 -4950 -26656
c14349 -198 -34720
c16198 30756 25760
c14346 -34518 -52360
c31381 -41910 55496
c14344 10362 28280
c46841 3762 -1456
c44230 21252 -43288
c20543 1650 -8512
c41914 -22440 12656
c25614 42702 53984
c11218 -4356 -44800
c41418 -15378 -4984
c23762 -16896 58016
c14337 -26862 35840
c14771 2838 49952
c36243 56562 30800
c22957 -16830 59528
c14334 -47586 -60928
c14333 44220 39368
c50948 27918 -52360
c7399 60918 -21112
c33572 31944 5096
c19561 -25212 -13048
c14332 52734 43400
c32785 5610 21728
c14329 -58014 43400
c15357 -26862 4088
c5102 29304 60536
c43081 -39930 -15064
c14315 18876 -22120
c13106 -12144 46424
c12484 -2904 -4984
c48125 13464 -31696
c14313 -462 -20104
c15776 59070 29792
c18465 28908 -7504
c30783 -34122 49952
c14312 -37554 -7504
c15440 55638 1568
c14311 22110 6608
c32102 -31680 17192
c23062 55506 -36736
c14309 27588 58016
c31459 -55440 2072
c14305 42504 -49840
c45849 57486 24248
c14304 -48312 -5488
c14300 34386 22736
c19926 -32208 21728
c26864 20790 -49840
c36119 33198 23240
c14299 27588 13160
c50315 52404 -5488
c47002 16434 -34216
c22907 56364 -5488
c14293 36828 59528
c12783 32010 -34720
c22555 -62172 -35224
c38811 -48048 57008
c14292 -6600 -29176
c14285 14718 -20608
c14278 6204 -28168
c28433 42504 46424
c37523 -50688 -52864
c14274 -10758 16688
c36134 -40986 43904
c14272 1320 -36736
c46669 -36300 -61432
c14270 24552 -15064
c14268 34254 6104
c23190 -20592 -36232
c14263 -4488 7616
c36290 24024 50456
c1959 -19074 19208
c29789 -10032 -9520
c44913 -57948 -32704
c14262 27654 45920
c35865 25740 -47824
c35181 -9042 -31192
c21717 -1980 -50848
c14261 19008 12152
c2808 54120 -33208
c2024 6930 -1456
c1028 27720 58016
c29771 8580 -12040
c14258 40590 -49336
c42921 -40524 39872
c14257 59268 -31192
c14255 -12540 -40264
c35519 -6006 -57400
c14251 -57420 22232
c14250 -34386 -46312
c449 30096 14168
c16431 -57948 5096
c14248 23562 -42784
c14242 -55242 -20104
c14235 35112 37352
c48037 462 -45304
c14233 30360 -7000
c45428 -28446 39368
c4210 -53460 -39760
c4679 8052 -49840
c18275 13002 6104
c35888 -56166 -26656
c10610 -47190 -15064
c18101 -19338 -59416
c46979 -41712 -952
c22472 -29436 30800
c14218 -39930 -39256
c19336 36762 56
c14217 42966 41888
c48850 -59268 -61432
c14216 -38214 13160
c14210 46728 -27664
c14209 40392 -14056
c15986 -19668 39872
c14207 -8844 35336
c14205 -20262 54992
c50340 30162 -23632
c14204 55836 -21616
c39125 1584 29288
c4287 37158 -14056
c18233 18282 2576
c44380 -61116 33824
c14203 -5346 8120
c40085 28512 -17584
c35475 23694 -16576
c14202 59598 6608
c21287 26664 39872
c14199 13398 -2968
c49664 58938 -952
c46185 -7260 -50344
c1476 30426 4088
c14198 17028 -35728
c2489 -50160 20720
c14933 -24948 -21616
c48629 -45672 15176
c14196 -15576 25256
c33813 49038 -39256
c16435 25608 24248
c27844 -16104 39368
c43498 40260 -37744
c14195 51282 31304
c14194 -924 14168
c14190 -51084 -51352
c27648 -28446 -60424
c14186 22044 20720
c41163 61182 19712
c36540 6072 49448
c2574 35838 -28168
c1981 -61248 -22624
c41426 22902 41888
c14174 29436 -18592
c22057 -12144 -32704
c14173 -39534 -21616
c3438 42966 -46816
c14167 66 -17080
c14165 -6534 -48328
c14160 30690 -28672
c22747 -8844 27776
c14155 -20592 -9520
c11965 -37224 20216
c14146 15048 28784
c29663 -31152 -18592
c14144 61974 8624
c23939 -34386 48944
c31013 -36498 -4984
c14365 -10296 21728
c14142 40986 60032
c14141 54318 31808
c9247 -48576 -3976
c14140 44946 -17584
c2246 24090 42896
c12772 -27126 -20608
c14322 51282 -25144
c1663 -1716 -12040
c18967 -9306 -20104
c28528 -12870 -42280
c14129 -15576 -28168
c13445 56562 -18592
c18370 -3300 -27664
c14125 32340 58520
c14118 -28050 14672
c32437 22110 -448
c18391 53592 -40264
c27142 -14256 -44800
c14117 27852 2576
c14116 1980 19208
c14111 42504 39872
c14104 49170 1064
c37353 45804 -55888
c15960 3696 -4480
c8236 25146 -48832
c14092 23364 57008
c34130 -1716 41888
c14456 -52998 50456
c14082 20526 -57400
c33084 7656 560
c11676 -19734 -26152
c9730 -35706 6104
c37227 5676 -39256
c32126 22638 55496
c2072 32406 30296
c3786 50424 37352
c14074 23430 -14056
c49343 -24288 -42784
c47609 16038 -53368
c14072 16038 30296
c47169 56034 2072
c44707 31284 41888
c8405 -36564 13664
c47143 -13794 43400
c22410 -19866 57008
c14071 22440 29792
c14068 -26334 -27160
c14063 25674 33824
c14062 -29898 21728
c25189 9702 -11536
c14058 30888 2072
c28478 34254 -30688
c14054 -8382 -19600
c17841 6600 36344
c14043 5610 -1960
c28013 30888 43904
c36808 -50490 7616
c14039 3300 -45808
c14034 1782 -47824
c25982 -23694 -56896
c14030 2970 16688
c14029 17952 -58408
c1564 28908 25760
c42188 -13992 7616
c12186 31944 30800
c18268 3762 35840
c20118 48312 31808
c4617 7062 20720
c46785 -13794 18200
c26329 -46926 -27160
c14015 -29172 44912
c50573 -2244 -53368
c40777 -48642 14672
c22764 47454 -10528
c14014 57552 2072
c10424 3234 35840
c10300 12078 3080
c14013 -29502 14168
c8649 -59532 1568
c29220 21516 9128
c48363 -4488 -5488
c14001 28446 -6496
c34951 17490 -54376
c3128 -60852 -9016
c14000 -23364 -13048
c13998 47256 49448
c13996 56562 -7000
c34890 53922 -17080
c13991 53394 54488
c24534 23166 56000
c13986 3564 -59920
c40946 30756 20216
c31022 55968 -49840
c22748 -12870 8120
c42171 -36102 -32704
c40415 -49434 11144
c27558 23166 -27160
c13982 33264 2576
c13980 -62172 -50344
c13978 -36564 22232
c414 40854 14168
c13973 31878 -4480
c3939 10560 -7504
c29352 38346 -49336
c25891 22044 25256
c13969 48312 23744
c37534 2178 18200
c6965 -15510 -6496
c46033 5346 -448
c13966 38610 -17080
c36490 59994 -54880
c792 21252 48944
c49856 -13200 37352
c40523 37092 24752
c13961 41712 60536
c12111 -30492 -51352
c19035 -53460 60536
c49349 -26202 1568
c13960 41184 -19096
c13959 -46134 2072
c39960 -198 -48328
c13956 -6666 -35728
c41560 -36234 -1960
c23588 51282 9128
c13955 20790 -61432
c9119 42900 16688
c34530 -40458 -9520
c13947 50622 -48328
c13942 24420 21224
c24038 3102 560
c25688 2574 -2464
c13938 -29898 560
c13937 38742 4592
c14269 45936 47432
c13936 -53856 -2464
c13934 22902 -33712
c26161 3696 -3976
c13917 -40524 -9016
c14396 10296 8624
c4318 -12210 -8512
c40650 -19998 -38248
c13914 -57156 -16576
c44482 -57816 -58912
c14064 2772 22232
c17399 4620 14168
c13905 5214 21728
c36749 -30426 -12040
c28459 57420 60536
c16968 6996 13160
c9518 38280 -3976
c13890 49236 -28672
c27779 23034 -20608
c13887 -9438 48944
c8171 36696 39872
c1018 -23232 -30184
c22330 -55308 -11536
c13886 28842 61040
c47706 -50028 -42280
c11241 30888 -33208
c13878 -44352 42392
c19509 37224 -30688
c13872 -42504 -3976
c40507 -58542 6608
c36582 -1650 18200
c10541 -62172 43904
c33342 50622 42392
c7559 57882 35336
c13867 -58014 29288
c4428 -44154 25256
c48869 23100 7616
c13865 -22968 43400
c37963 -43494 11648
c13864 48510 44912
c45583 -50886 36344
c13856 30030 -15064
c13841 55902 38360
c13840 -11880 34832
c33391 -38412 -15568
c33295 -24750 -16576
c12508 43956 -32200
c44161 -48180 -50848
c13838 11418 -14056
c13836 -40854 37856
c42751 -31614 -36232
c18541 7194 -31192
c48369 -6864 -16576
c33712 -55176 31304
c13835 44352 -11536
c89 -2178 -24136
c4547 32274 -9520
c32099 -17490 5600
c13834 -25278 560
c33599 51678 -23128
c13829 6138 14672
c8727 8382 60032
c26749 25608 -15568
c49186 -594 -8512
c13824 55374 3080
c40671 -7722 -51856
c32436 24420 43904
c13822 18744 28784
c10242 23826 -5992
c40621 2178 -34720
c33352 27918 -448
c13821 -35442 -3472
c19981 49698 -448
c13811 -20658 59528
c13810 -28446 -58912
c42653 -5016 -13552
c11504 47124 -5488
c206 36234 -2968
c43482 12738 -28672
c3777 858 -47320
c39334 -6666 -39760
c13809 46398 -10024
c13804 52932 31808
c47389 52668 -58408
c13798 -42768 -23632
c1130 48114 43400
c19613 -8580 -30184
c13795 -62172 -15064
c15147 -7524 54488
c13792 38280 6608
c46541 9108 -21616
c13791 -35442 -27160
c10714 35178 -17080
c7263 -50424 -58912
c50420 -42768 -35728
c15015 12870 21728
c5276 -58344 -8008
c13785 -26268 2072
c43593 44946 -4480
c7516 -34056 22232
c16411 26664 1568
c18056 27522 -26656
c21269 -29964 -41776
c43398 -10098 -42280
c33934 -46926 44408
c13780 37752 16184
c39333 26334 -30688
c31517 -9504 15176
c13771 -52998 18200
c13163 -6270 -23632
c10184 35640 -38248
c44788 -35508 11648
c20981 -19734 -22624
c13770 16896 -24640
c37121 28710 29792
c19792 -32010 -3976
c20847 -264 -40768
c32495 -33198 -2464
c7959 47718 -448
c23026 -924 -59920
c13751 -18414 -41272
c33723 50886 -8512
c13747 -43362 -25648
c13746 36234 46424
c29779 16632 -55888
c13745 -28776 37352
c46054 -45078 4592
c28377 59268 -9016
c11911 50556 5600
c13738 -13860 -60424
c13737 -3762 9632
c31215 -25146 -44296
c413 -52602 -55888
c14984 54186 -47824
c11860 35772 10640
c14286 26202 33320
c35855 59796 43904
c7538 47058 -13048
c13720 -48378 14672
c17416 30162 13664
c25581 57684 43904
c13717 -39468 8120
c28740 -26532 20720
c13715 -2706 -36736
c45322 22836 11144
c27063 47520 19712
c34812 -20328 39872
c14848 -41646 2072
c13379 -13662 19208
c49801 29172 -7000
c13713 -59532 34328
c33288 -20856 22232
c13706 -17226 -9016
c17002 -33594 9632
c25406 41250 25760
c49706 -34254 25256
c46205 52800 -42784
c13698 33792 43904
c49162 -13332 50960
c36426 60126 -35728
c28500 24354 -9520
c13696 45936 54992
c13692 42240 34328
c42086 -49896 21224
c6655 6996 -40768
c2354 50160 -23632
c20312 -30624 37856
c13690 49632 26768
c40322 53394 -37240
c13689 -44550 1568
c13686 27588 -25648
c13685 30888 46424
c11339 -40854 -36232
c13684 52602 28280
c19953 -55176 -24640
c20248 24222 57512
c30493 -34980 -36736
c13668 4158 -59416
c2761 -27126 25256
c31300 47520 -16576
c13339 22242 -49840
c38803 31020 7616
c19186 -9636 -61936
c37769 -57948 5600
c6652 43032 -24136
c13655 14586 1064
c13652 -23760 50960
c7854 27852 -41272
c25768 -1122 -42280
c13786 -38214 10136
c40479 52800 7616
c15551 31944 29288
c31970 -19932 24248
c23118 31746 34832
c13643 35838 57008
c7987 5016 -21616
c42333 -2706 560
c24627 -4290 -55384
c37895 -43362 -5992
c13642 -19008 17192
c16125 -3300 -43792
c39373 -29634 -31192
c13000 14520 -25144
c25309 36960 -53872
c31105 10362 -14056
c13636 59598 47936
c4560 58014 -9520
c13634 -57090 -57904
c9421 -24024 -51352
c8300 32604 50456
c13631 -52074 2576
c14107 49302 -47824
c5184 15576 20720
c13624 -60588 -24640
c13622 -46068 12152
c49216 10758 23744
c13620 31482 42392
c13617 -1320 -17584
c33197 -49368 34832
c32945 462 60536
c8446 -7524 24248
c16364 -55836 2072
c28376 36630 28784
c29508 132 -27664
c42374 51612 -4984
c13614 -10824 47432
c25524 -13596 -24640
c13606 -51282 -37240
c13605 44154 -37744
c31934 -48840 -32704
c16618 43164 -53872
c37982 -50820 35336
c13604 -36498 -56392
c16060 -48972 35840
c13603 61710 21728
c13602 2706 -5992
c13601 -44682 -10024
c35967 27984 60536
c2455 -49500 -32200
c13600 -3300 -10024
c33803 -8250 -49840
c14601 18282 -20608
c21547 54450 -43288
c13599 42240 16688
c21807 7788 3584
c26369 21384 47432
c14086 3828 19712
c10632 -48180 18704
c13590 9306 -46816
c10181 -38280 9128
c29387 19206 40880
c14595 39270 38360
c25509 38808 26768
c13586 -2838 49952
c42342 -8778 17696
c4066 21450 15176
c20768 -20988 -27664
c33856 -4092 9128
c12381 1122 28280
c46446 -49896 -21112
c21274 -25542 -16072
c13573 -12672 -3472
c40249 30426 -33208
c21913 15510 7616
c13571 12672 -56896
c45742 -28842 38864
c5103 44088 -9016
c13566 -35970 -23128
c19090 30954 -33712
c13563 -19074 -21616
c13562 36036 43904
c10817 -22110 -1456
c20438 57222 23744
c44998 -59664 -17584
c13554 -55308 -8512
c45860 -22770 -54376
c13543 -35904 9128
c13572 -24222 -15568
c11932 -14916 39872
c14101 -45804 26768
c19431 30492 -44296
c21379 -4422 36344
c29526 55836 10136
c44008 -17094 9632
c13529 50820 -41776
c24884 -24618 -15568
c40521 26862 58520
c31884 -16170 32312
c13519 57882 23240
c46111 -1848 22232
c13663 -58146 33320
c49863 -19206 -33712
c13518 -15906 -5992
c5203 28446 -30688
c13517 47916 32312
c28805 -58542 -24136
c13516 1980 -19096
c21273 57486 24752
c13513 -3234 -46312
c34655 13134 -32704
c4132 -38874 25760
c27005 20658 48440
c13512 198 30800
c13403 -11418 23744
c13510 -20856 54488
c47357 -5148 21728
c13504 -48906 34328
c13502 -36102 -52360
c18758 54318 52976
c29056 -2508 -37240
c6502 37950 4592
c4078 -48180 -23632
c705 -23298 -24136
c21428 -26070 14168
c13489 8976 40376
c13484 -24222 -47320
c4121 -726 -51856
c40227 -45804 -25648
c9415 -24222 -53368
c10655 -57684 11144
c4034 -21318 53984
c13954 -51942 -18088
c1755 -4950 560
c29710 -8580 -35728
c16096 -39930 7616
c13477 29634 -1960
c39856 42504 -40264
c5517 26598 28784
c827 35838 -36736
c13475 22110 48440
c13471 6204 5600
c22295 30294 -29680
c13467 20856 -1456
c13465 -47388 -52864
c1955 1254 60032
c13463 16830 7616
c11817 -19602 -19600
c13676 38148 60536
c3074 -20790 560
c49967 -51942 15176
c5034 15444 -43792
c39083 50886 44408
c13461 -36828 39872
c13459 58476 -33208
c42697 26202 -5488
c14831 38742 -29680
c23134 -40722 -30184
c13458 -3366 22232
c4054 5610 2576
c4808 -46794 6104
c17646 -462 -47824
c13451 -50820 -41776
c13448 -25410 51968
c7965 -46596 20720
c44934 8910 -23632
c4853 14916 -14056
c13447 -32868 61544
c30406 -34914 7616
c3760 -37752 -22120
c12085 21978 30800
c5030 5148 -50344
c13441 27126 11648
c20597 -48510 -43288
c39274 23892 49448
c13433 3234 32312
c41122 7656 40880
c10533 -27258 47936
c13101 38478 31304
c9435 -7458 -1456
c13422 -14388 -44296
c34012 -25212 -4480
c21138 -20658 -28168
c22996 -21252 50960
c13700 4092 19712
c13418 58146 -448
c43839 32340 16688
c13417 8316 10640
c49580 -32802 -53872
c31001 58806 29792
c2969 16434 8120
c13405 -1782 -56896
c13401 -10032 3584
c19745 50886 -8008
c22667 -42702 46424
c13395 -31614 -40768
c49584 30228 -21616
c13392 5082 6104
c41828 -59796 -39256
c5646 42108 44912
c13391 50094 49952
c13389 5082 32312
c48760 -10164 -5488
c11796 22902 42896
c13384 28380 43904
c40095 -13794 28280
c10381 -19206 -56392
c6174 -28974 -5488
c14487 -594 -30184
c13381 -45672 57512
c15196 -18612 56000
c13380 29370 47432
c21515 -13464 -59416
c50002 -14982 -41272
c17551 -5082 4592
c32237 -45078 14672
c19026 19140 -11032
c13375 -46992 23744
c13373 38874 -43288
c24596 -30096 -15064
c48120 38082 -8512
c13358 -12672 -8008
c13356 -33000 -55384
c39504 -43956 -20104
c18340 58740 43904
c13352 9174 -19096
c14098 13200 -58408
c41444 23958 30800
c10206 56826 -448
c13350 -32142 -49336
c14835 19668 3584
c14695 -31482 -34216
c13342 23562 36848
c13924 -52668 16688
c48769 -7986 -11032
c19003 -16302 -5992
c20137 14454 48440
c13341 -57486 18704
c13338 49368 -35224
c13331 -3168 -16072
c49279 -21318 23744
c13329 28380 45920
c36477 52338 -51352
c24613 -5676 1064
c13326 56034 2576
c17617 24618 -14056
c36673 6468 25760
c13324 56958 -51352
c13323 -20262 -31192
c13322 -52470 -29176
c7861 6006 -42784
c35825 40194 58016
c24440 41448 36848
c11389 25542 -8008
c13320 -53460 40376
c11012 20328 -30688
c20435 22308 25256
c13318 59598 -4480
c13316 -33594 -46816
c13313 -20262 -43288
c11939 50688 -55888
c13311 -26994 58016
c51241 32802 24752
c13307 -40260 18704
c23717 50622 -58408
c2509 -48576 28280
c14533 33726 -35224
c13305 5676 3080
c34912 -2442 -9016
c29202 -726 15680
c13302 24222 -1960
c13300 46860 -39760
c32518 6468 -12040
c31012 -18216 -9520
c14213 25212 34328
c2009 50754 -17080
c50657 24420 9128
c13297 -30756 -21112
c48375 11484 59024
c5927 -5610 43400
c32618 10494 -46312
c13281 16038 24248
c45859 -9768 35336
c13280 5940 -27664
c7895 -43692 -11032
c13276 56298 -14560
c28245 32274 -35224
c50184 -27456 39872
c28733 18876 10640
c13274 -13332 -13048
c25030 -33000 -26152
c13269 -26136 -11536
c14646 -19404 -4480
c13267 -51810 -57400
c42164 59334 34328
c27020 -60258 50960
c20047 25146 -40264
c13264 35640 -34216
c10941 1584 4088
c13261 -31416 44408
c13582 61116 -40264
c13260 -12012 -52864
c11069 52074 -53368
c32690 -5742 36344
c13258 56232 10136
c13893 -30294 -57400
c13256 -13926 59528
c43609 -1320 -1456
c22562 -52008 35336
c22986 4554 -43288
c13255 -31812 52472
c13252 55374 -19096
c21427 10362 9632
c13248 8448 28784
c13244 -30096 22736
c31903 -47586 39872
c13243 51810 -42280
c49430 -20592 -51352
c31822 -6336 -5488
c13241 56562 29288
c4167 -594 56504
c27668 -52998 48944
c46304 11814 -38752
c13236 13068 -46816
c13932 -4884 46424
c32210 -52140 -24640
c13232 46332 15176
c44110 -59730 -31696
c42761 61314 15176
c13231 33594 -22120
c13229 48774 -15568
c4378 -43560 -53872
c4618 -26994 -25144
c13228 30030 34832
c41213 -19206 -40264
c11462 -56694 25256
c13226 24750 1568
c13224 -20592 14168
c22570 18744 26768
c13223 13398 16688
c42911 -47586 -10024
c32414 38874 -15064
c9138 -32076 56
c34781 46926 34328
c14121 -41250 17696
c9763 -7986 -19600
c42143 -28974 42896
c13221 -1584 26264
c13214 -18282 -24136
c3881 -49434 -34720
c6551 14388 56
c44851 -11484 -54376
c43294 -34650 -12040
c15222 -528 26264
c13207 -51546 -10528
c8134 14058 -15064
c19594 47124 45416
c38120 60258 -34720
c7267 -7788 25256
c13443 -42966 -38752
c32361 -61644 -18088
c13204 17556 25760
c2499 55572 -59920
c17930 27126 -44800
c20586 33000 -22624
c32632 -38676 -47824
c29970 9108 35840
c50121 19668 3080
c14970 44946 -53368
c36805 26994 30800
c13195 54846 -51352
c13189 9570 46424
c13193 38214 -12544
c31230 13068 -24640
c25007 59268 36848
c13186 -20064 56000
c819 38676 -54880
c13185 35310 42896
c7034 20724 9128
c13183 -41448 21224
c21579 -28512 -25144
c13182 -22638 -31192
c21842 32208 2576
c13181 -26070 -29680
c8704 -58014 21224
c28036 -10494 4088
c5991 -52404 -11032
c16847 48180 -24136
c46829 41778 -8512
c29886 15444 -2464
c11370 -20196 -52864
c45024 16236 25760
c41773 30360 3080
c31208 -14388 61544
c13175 -27324 24248
c29174 -44154 32312
